"Benchmark","Routing","Selection","Data Packet Injection Rate","ACO Selection Alpha","Reinforcement Factor","Algorithm","Max Cycles","Simulation Time (Seconds)","Throughput","Average Packet Delay","Payload Throughput","Average Payload Packet Delay"
"Transpose1","XY","Random","0.015","0.5","0.05","XY+Random","1000","0.342339831","0.012515625","41.181023720349565","0.012515625","41.181023720349565"
"Transpose1","OddEven","BufferLevel","0.015","0.5","0.05","OddEven+BufferLevel","1000","0.240385228","0.0124375","41.0678391959799","0.0124375","41.0678391959799"
"Transpose1","OddEven","ACO","0.015","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.309420757","0.0133125","42.42018779342723","0.01309375","42.795942720763726"
"Transpose1","OddEven","ACO","0.015","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.272075695","0.0133125","42.43427230046948","0.01309375","42.81145584725537"
"Transpose1","OddEven","ACO","0.015","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.365251345","0.013296875","42.45710928319624","0.013078125","42.83393070489845"
"Transpose1","OddEven","ACO","0.015","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.429396145","0.0133125","42.42253521126761","0.01309375","42.798329355608594"
"Transpose1","OddEven","ACO","0.015","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.343767667","0.0133125","42.428403755868544","0.01309375","42.80429594272076"
"Transpose1","OddEven","ACO","0.015","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.246730429","0.013296875","42.45123384253819","0.013078125","42.82795698924731"
"Transpose1","OddEven","ACO","0.015","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.270693494","0.0133125","42.43427230046948","0.01309375","42.81026252983293"
"Transpose1","OddEven","ACO","0.015","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.326428636","0.0133125","42.428403755868544","0.01309375","42.80429594272076"
"Transpose1","OddEven","ACO","0.015","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.288609567","0.013296875","42.45828437132785","0.013078125","42.83512544802868"
"Transpose1","OddEven","ACO","0.015","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.267860436","0.0133125","42.43075117370892","0.01309375","42.80668257756563"
"Transpose1","OddEven","ACO","0.015","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.283016718","0.0133125","42.431924882629104","0.01309375","42.8090692124105"
"Transpose1","OddEven","ACO","0.015","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.272433764","0.0133125","42.43544600938967","0.01309375","42.81145584725537"
"Transpose1","OddEven","ACO","0.015","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.279972152","0.0133125","42.433098591549296","0.01309375","42.81026252983293"
"Transpose1","OddEven","ACO","0.015","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.321771114","0.0133125","42.42723004694836","0.01309375","42.80310262529833"
"Transpose1","OddEven","ACO","0.015","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.302037915","0.013296875","42.45358401880141","0.013078125","42.83034647550777"
"Transpose1","OddEven","ACO","0.015","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.345844183","0.0133125","42.433098591549296","0.01309375","42.8090692124105"
"Transpose1","OddEven","ACO","0.015","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.357103777","0.0133125","42.428403755868544","0.01309375","42.80429594272076"
"Transpose1","OddEven","ACO","0.015","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.392281044","0.013296875","42.45828437132785","0.013078125","42.8363201911589"
"Transpose1","OddEven","ACO","0.015","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.343367731","0.0133125","42.43544600938967","0.01309375","42.81145584725537"
"Transpose1","OddEven","ACO","0.015","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.267529115","0.013296875","42.45358401880141","0.013078125","42.831541218637994"
"Transpose1","XY","Random","0.03","0.5","0.05","XY+Random","1000","0.450996028","0.024328125","44.38021836865767","0.024328125","44.38021836865767"
"Transpose1","OddEven","BufferLevel","0.03","0.5","0.05","OddEven+BufferLevel","1000","0.7390135","0.02509375","41.82503113325031","0.02509375","41.82503113325031"
"Transpose1","OddEven","ACO","0.03","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.738642182","0.025390625","42.60553846153846","0.025171875","42.798882681564244"
"Transpose1","OddEven","ACO","0.03","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.524470914","0.02540625","42.638376383763834","0.0251875","42.831265508684865"
"Transpose1","OddEven","ACO","0.03","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.475578996","0.025390625","42.581538461538464","0.025171875","42.774674115456236"
"Transpose1","OddEven","ACO","0.03","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.452969347","0.025390625","42.60492307692308","0.025171875","42.79826194909994"
"Transpose1","OddEven","ACO","0.03","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.520068668","0.025390625","42.63507692307692","0.025171875","42.828677839851025"
"Transpose1","OddEven","ACO","0.03","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.5201231","0.025390625","42.60123076923077","0.025171875","42.79453755431409"
"Transpose1","OddEven","ACO","0.03","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.615440224","0.02540625","42.57441574415744","0.0251875","42.76736972704715"
"Transpose1","OddEven","ACO","0.03","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.599305955","0.025390625","42.63384615384616","0.025171875","42.82743637492241"
"Transpose1","OddEven","ACO","0.03","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.55997185","0.025421875","42.57098955132145","0.025203125","42.76317420954743"
"Transpose1","OddEven","ACO","0.03","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.561717187","0.025390625","42.63753846153846","0.025171875","42.831160769708255"
"Transpose1","OddEven","ACO","0.03","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.645210704","0.02540625","42.56273062730627","0.0251875","42.75558312655087"
"Transpose1","OddEven","ACO","0.03","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.708766672","0.025390625","42.57046153846154","0.025171875","42.7635009310987"
"Transpose1","OddEven","ACO","0.03","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.724660084","0.025390625","42.595076923076924","0.025171875","42.78833022967101"
"Transpose1","OddEven","ACO","0.03","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.620919821","0.02540625","42.61808118081181","0.0251875","42.81079404466501"
"Transpose1","OddEven","ACO","0.03","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.540326401","0.02540625","42.608856088560884","0.0251875","42.80210918114144"
"Transpose1","OddEven","ACO","0.03","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.532025432","0.02540625","42.58118081180812","0.0251875","42.774193548387096"
"Transpose1","OddEven","ACO","0.03","0.7","0.0005","OddEven+ACO(0.7, 0.0005)","1000","0.597985315","0.025421875","42.602950215119854","0.025203125","42.79541227526349"
"Transpose1","OddEven","ACO","0.03","0.7","0.002","OddEven+ACO(0.7, 0.002)","1000","0.644847698","0.025421875","42.63368162261832","0.025203125","42.82641041537508"
"Transpose1","OddEven","ACO","0.03","0.7","0.008","OddEven+ACO(0.7, 0.008)","1000","0.607157807","0.025390625","42.60553846153846","0.025171875","42.798882681564244"
"Transpose1","OddEven","ACO","0.03","0.7","0.032","OddEven+ACO(0.7, 0.032)","1000","0.760060521","0.02540625","42.61562115621156","0.0251875","42.80831265508685"
"Transpose1","XY","Random","0.045","0.5","0.05","XY+Random","1000","1.189376926","0.0350625","75.1078431372549","0.0350625","75.1078431372549"
"Transpose1","OddEven","BufferLevel","0.045","0.5","0.05","OddEven+BufferLevel","1000","0.731173939","0.037171875","45.350987810004206","0.037171875","45.350987810004206"
"Transpose1","OddEven","ACO","0.045","0.3","0.0005","OddEven+ACO(0.3, 0.0005)","1000","0.763128416","0.037953125","44.755866611774394","0.037734375","44.885714285714286"
"Transpose1","OddEven","ACO","0.045","0.3","0.002","OddEven+ACO(0.3, 0.002)","1000","0.84137824","0.037953125","44.699876492383694","0.037734375","44.826501035196685"
"Transpose1","OddEven","ACO","0.045","0.3","0.008","OddEven+ACO(0.3, 0.008)","1000","0.943058002","0.037953125","44.8917249897077","0.037734375","45.025258799171844"
"Transpose1","OddEven","ACO","0.045","0.3","0.032","OddEven+ACO(0.3, 0.032)","1000","0.733599793","0.037953125","45.000823384108685","0.037734375","45.13706004140787"
"Transpose1","OddEven","ACO","0.045","0.4","0.0005","OddEven+ACO(0.4, 0.0005)","1000","0.764112447","0.037953125","44.78139151914368","0.037734375","44.91345755693582"
"Transpose1","OddEven","ACO","0.045","0.4","0.002","OddEven+ACO(0.4, 0.002)","1000","0.754774911","0.037953125","44.674351585014406","0.037734375","44.80703933747412"
"Transpose1","OddEven","ACO","0.045","0.4","0.008","OddEven+ACO(0.4, 0.008)","1000","0.789533777","0.037953125","44.98353231782627","0.037734375","45.11180124223603"
"Transpose1","OddEven","ACO","0.045","0.4","0.032","OddEven+ACO(0.4, 0.032)","1000","0.712080465","0.03796875","45.00576131687243","0.03775","45.139900662251655"
"Transpose1","OddEven","ACO","0.045","0.5","0.0005","OddEven+ACO(0.5, 0.0005)","1000","0.972935225","0.037953125","44.885137916838204","0.037734375","45.01863354037267"
"Transpose1","OddEven","ACO","0.045","0.5","0.002","OddEven+ACO(0.5, 0.002)","1000","0.865701424","0.03796875","45.336625514403295","0.03775","45.46937086092715"
"Transpose1","OddEven","ACO","0.045","0.5","0.008","OddEven+ACO(0.5, 0.008)","1000","0.696512821","0.03796875","44.75185185185185","0.03775","44.88203642384106"
"Transpose1","OddEven","ACO","0.045","0.5","0.032","OddEven+ACO(0.5, 0.032)","1000","0.673938554","0.037953125","44.879374228077396","0.037734375","45.0120082815735"
"Transpose1","OddEven","ACO","0.045","0.6","0.0005","OddEven+ACO(0.6, 0.0005)","1000","0.752360697","0.037953125","44.88472622478386","0.037734375","45.017391304347825"
"Transpose1","OddEven","ACO","0.045","0.6","0.002","OddEven+ACO(0.6, 0.002)","1000","0.670796149","0.03796875","45.20041152263374","0.03775","45.33278145695364"
"Transpose1","OddEven","ACO","0.045","0.6","0.008","OddEven+ACO(0.6, 0.008)","1000","0.786644018","0.037921875","45.00782859497322","0.037703125","45.14214670534604"
"Transpose1","OddEven","ACO","0.045","0.6","0.032","OddEven+ACO(0.6, 0.032)","1000","0.708876414","0.037953125","44.94195142033759","0.037734375","45.075776397515526"
